"","Finance Code","Sq. Ft.","Sales Price","DOM","Street #","Street Name","Closed Date","address"
"294","CONV Sale",1449,135000,83,"467","CHALMERS",2023-01-31,"467 CHALMERS"
"295","CONV Sale",1623,175000,52,"18629","SAN JUAN",2023-01-31,"18629 SAN JUAN"
"296","VA Sale",1578,185000,58,"9988","OUTER",2023-01-31,"9988 OUTER"
"297","CONV Sale",1491,203000,9,"1776","ESTATES",2023-01-31,"1776 ESTATES"
"298","CONV Sale",4042,615000,4,"1001","SEMINOLE",2023-01-31,"1001 SEMINOLE"
"299","Other Sale",925,22000,7,"8866","FARMBROOK",2023-02-01,"8866 FARMBROOK"
"300","Cash Sale",963,42000,52,"14221","CURTIS",2023-02-01,"14221 CURTIS"
"301","Cash Sale",1209,43000,83,"19231","MAPLEVIEW",2023-02-01,"19231 MAPLEVIEW"
"302","Cash Sale",1263,48500,10,"16845","STANSBURY",2023-02-01,"16845 STANSBURY"
"303","Contract",770,52500,11,"6440","RUTLAND",2023-02-01,"6440 RUTLAND"
"304","Cash Sale",912,56000,0,"7411","FORRER",2023-02-01,"7411 FORRER"
"305","Cash Sale",1209,61500,70,"16877","CRUSE",2023-02-01,"16877 CRUSE"
"306","CONV Sale",888,63000,29,"18811","HASSE",2023-02-01,"18811 HASSE"
"307","FHA Sale",752,72500,81,"20124","MONICA",2023-02-01,"20124 MONICA"
"308","FHA Sale",974,80000,35,"12675","RIAD",2023-02-01,"12675 RIAD"
"309","Cash Sale",1643,80501,5,"23016","PEMBROKE",2023-02-01,"23016 PEMBROKE"
"310","Cash Sale",1068,86000,8,"13869","FAIRMOUNT",2023-02-01,"13869 FAIRMOUNT"
"311","VA Sale",1534,140000,32,"3019","TAYLOR",2023-02-01,"3019 TAYLOR"
"312","Cash Sale",1025,25000,122,"19326","HICKORY",2023-02-02,"19326 HICKORY"
"313","Cash Sale",674,30000,87,"19632","BINDER",2023-02-02,"19632 BINDER"
"314","CONV Sale",1292,70000,69,"18000","MARX",2023-02-02,"18000 MARX"
"315","CONV Sale",1131,105000,17,"6163","OLDTOWN",2023-02-02,"6163 OLDTOWN"
"316","Cash Sale",2012,127000,20,"4138","LINCOLN",2023-02-02,"4138 LINCOLN"
"317","CONV Sale",1496,130000,16,"5847","OUTER",2023-02-02,"5847 OUTER"
"318","Cash Sale",1427,19500,83,"2666","COLUMBUS",2023-02-03,"2666 COLUMBUS"
"319","Cash Sale",1215,28000,105,"9949","MCKINNEY",2023-02-03,"9949 MCKINNEY"
"320","Cash Sale",758,29900,27,"19211","GRUEBNER",2023-02-03,"19211 GRUEBNER"
"321","Cash Sale",1560,31000,21,"11360","NARDIN",2023-02-03,"11360 NARDIN"
"322","Cash Sale",904,32000,32,"17424","SALEM",2023-02-03,"17424 SALEM"
"323","Cash Sale",1161,40000,8,"15735","MARLOWE",2023-02-03,"15735 MARLOWE"
"324","Contract",710,40000,369,"8276","VAUGHAN",2023-02-03,"8276 VAUGHAN"
"325","Cash Sale",1426,50000,46,"16595","MENDOTA",2023-02-03,"16595 MENDOTA"
"326","Cash Sale",1098,54500,19,"15725","MANOR",2023-02-03,"15725 MANOR"
"327","Cash Sale",1060,55000,72,"6305","ARCHDALE",2023-02-03,"6305 ARCHDALE"
"328","Cash Sale",1558,77000,17,"13590","METTETAL",2023-02-03,"13590 METTETAL"
"329","Cash Sale",1310,77250,103,"15092","FAUST",2023-02-03,"15092 FAUST"
"330","Cash Sale",1020,85000,3,"7376","ROSEMONT",2023-02-03,"7376 ROSEMONT"
"331","FHA Sale",1400,86000,52,"19636","KLINGER",2023-02-03,"19636 KLINGER"
"332","Cash Sale",1700,88000,25,"16844","NORMANDY",2023-02-03,"16844 NORMANDY"
"333","Cash Sale",1344,89000,14,"16868","KENTFIELD",2023-02-03,"16868 KENTFIELD"
"334","CONV Sale",1174,93500,83,"11741","KENMOOR",2023-02-03,"11741 KENMOOR"
"335","Contract",1122,99900,3,"15750","FIELDING",2023-02-03,"15750 FIELDING"
"336","FHA Sale",1019,1e+05,46,"20011","WINSTON",2023-02-03,"20011 WINSTON"
"337","FHA Sale",1568,108000,170,"3284","HAZELWOOD",2023-02-03,"3284 HAZELWOOD"
"338","CONV Sale",960,142000,5,"1122","MCKINSTRY",2023-02-03,"1122 MCKINSTRY"
"339","Cash Sale",2168,169000,57,"3457","IROQUOIS",2023-02-03,"3457 IROQUOIS"
"340","Cash Sale",2544,170000,0,"19211","Robson",2023-02-03,"19211 Robson"
"341","CONV Sale",4469,262000,8,"620","VIRGINIA PARK",2023-02-03,"620 VIRGINIA PARK"
"342","CONV Sale",1154,120000,47,"17657","AVON",2023-02-04,"17657 AVON"
"343","Cash Sale",1553,17000,114,"14887","WASHBURN",2023-02-06,"14887 WASHBURN"
"344","Cash Sale",749,21000,16,"19727","WESTBROOK ST",2023-02-06,"19727 WESTBROOK ST"
"345","Cash Sale",730,35000,154,"19958","GREENLAWN",2023-02-06,"19958 GREENLAWN"
"346","Cash Sale",918,40000,10,"20030","SOUTHFIELD",2023-02-06,"20030 SOUTHFIELD"
"347","Cash Sale",906,42500,13,"19366","DRESDEN",2023-02-06,"19366 DRESDEN"
"348","Cash Sale",1142,44000,26,"19665","CALDWELL",2023-02-06,"19665 CALDWELL"
"349","Cash Sale",1028,49000,203,"18025","BELAND",2023-02-06,"18025 BELAND"
"350","Cash Sale",1527,78500,7,"18230","PRAIRIE",2023-02-06,"18230 PRAIRIE"
"351","Other Sale",1438,84500,12,"20581","KENTFIELD",2023-02-06,"20581 KENTFIELD"
"352","CONV Sale",1936,110000,3,"7400","BEAVERLAND",2023-02-06,"7400 BEAVERLAND"
"353","CONV Sale",1456,130000,7,"16574","STRATHMOOR",2023-02-06,"16574 STRATHMOOR"
"354","VA Sale",1504,182000,139,"17536","SANTA BARBARA",2023-02-06,"17536 SANTA BARBARA"
"355","FHA Sale",1506,205000,72,"4108","HARVARD",2023-02-06,"4108 HARVARD"
"356","Cash Sale",1606,235000,5,"441","GRAND",2023-02-06,"441 GRAND"
"357","CONV Sale",1658,249000,6,"1939","GLYNN",2023-02-06,"1939 GLYNN"
"358","Cash Sale",800,12000,46,"13524","MENDOTA",2023-02-07,"13524 MENDOTA"
"359","Cash Sale",1319,29105,20,"19135","DEQUINDRE",2023-02-07,"19135 DEQUINDRE"
"360","Cash Sale",719,30000,53,"15871","FAIRMOUNT",2023-02-07,"15871 FAIRMOUNT"
"361","Cash Sale",1261,36001,5,"5984","WOODHALL",2023-02-07,"5984 WOODHALL"
"362","Cash Sale",963,46000,13,"19334","PELKEY",2023-02-07,"19334 PELKEY"
"363","Cash Sale",1017,46000,30,"6321","UNIVERSITY",2023-02-07,"6321 UNIVERSITY"
"364","Cash Sale",1120,52000,182,"18446","STOEPEL",2023-02-07,"18446 STOEPEL"
"365","CONV Sale",973,62000,58,"12682","RIAD",2023-02-07,"12682 RIAD"
"366","CONV Sale",1100,66780,360,"15803","Asbury",2023-02-07,"15803 Asbury"
"367","CONV Sale",1291,113500,0,"19334","SHAFTSBURY",2023-02-07,"19334 SHAFTSBURY"
"368","CONV Sale",956,123500,80,"22614","PEMBROKE",2023-02-07,"22614 PEMBROKE"
"369","CONV Sale",1476,212000,57,"12561","OUTER",2023-02-07,"12561 OUTER"
"370","Cash Sale",1598,35000,40,"10430","Wayburn Street",2023-02-08,"10430 Wayburn Street"
"371","Cash Sale",1284,36000,72,"12234","HARTWELL",2023-02-08,"12234 HARTWELL"
"372","Cash Sale",1026,43000,41,"17320","ALBION",2023-02-08,"17320 ALBION"
"373","Cash Sale",702,51000,4,"12251","PLAINVIEW",2023-02-08,"12251 PLAINVIEW"
"374","Cash Sale",924,54000,100,"7724","PATTON",2023-02-08,"7724 PATTON"
"375","CONV Sale",1201,1e+05,2,"10006","PARKWAY",2023-02-08,"10006 PARKWAY"
"376","FHA Sale",1068,105000,7,"17275","WARWICK",2023-02-08,"17275 WARWICK"
"377","FHA Sale",1801,178000,18,"17321","MONICA",2023-02-08,"17321 MONICA"
"378","FHA Sale",1706,197000,32,"16226","Muirland St",2023-02-08,"16226 Muirland St"
"379","CONV Sale",2333,210000,19,"5261","OUTER",2023-02-08,"5261 OUTER"
"380","Cash Sale",5503,1150000,166,"42","Sand Bar Lane",2023-02-08,"42 Sand Bar Lane"
"381","Cash Sale",1084,45000,7,"11434","LAING",2023-02-09,"11434 LAING"
"382","Cash Sale",1143,48000,60,"9990","BISHOP",2023-02-09,"9990 BISHOP"
"383","Cash Sale",1248,58000,59,"18077","RUSSELL",2023-02-09,"18077 RUSSELL"
"384","VA Sale",972,65000,41,"11301","OUTER",2023-02-09,"11301 OUTER"
"385","Other Sale",1169,90000,51,"18509","MARLOWE",2023-02-09,"18509 MARLOWE"
"386","CONV Sale",1100,105000,14,"19751","Stout",2023-02-09,"19751 Stout"
"387","CONV Sale",1327,110000,80,"8908","GRIGGS",2023-02-09,"8908 GRIGGS"
"388","Contract",1178,125000,8,"7250","FORRER",2023-02-09,"7250 FORRER"
"389","FHA Sale",1200,125000,46,"15365","OAKFIELD",2023-02-09,"15365 OAKFIELD"
"390","Cash Sale",2200,127000,102,"18280","INDIANA",2023-02-09,"18280 INDIANA"
"391","FHA Sale",1361,130000,130,"5203","Bedford St",2023-02-09,"5203 Bedford St"
"392","CONV Sale",1106,138000,11,"6201","LODEWYCK",2023-02-09,"6201 LODEWYCK"
"393","CONV Sale",1754,199000,49,"15075","ROSEMONT",2023-02-09,"15075 ROSEMONT"
"394","CONV Sale",2368,210000,21,"18295","MUIRLAND",2023-02-09,"18295 MUIRLAND"
"395","CONV Sale",2600,220000,8,"13331","VASSAR",2023-02-09,"13331 VASSAR"
"396","CONV Sale",3650,630000,55,"18600","WILDEMERE",2023-02-09,"18600 WILDEMERE"
"397","Cash Sale",936,19900,172,"19708","ORLEANS",2023-02-10,"19708 ORLEANS"
"398","Cash Sale",690,22000,19,"12690","STRASBURG",2023-02-10,"12690 STRASBURG"
"399","Cash Sale",1002,24000,115,"18846","RIOPELLE",2023-02-10,"18846 RIOPELLE"
"400","Cash Sale",713,26000,188,"2932","EDSEL",2023-02-10,"2932 EDSEL"
"401","Cash Sale",955,30000,6,"9336","Coyle",2023-02-10,"9336 Coyle"
"402","Cash Sale",2100,32000,21,"8151","ROBSON",2023-02-10,"8151 ROBSON"
"403","Cash Sale",927,35000,11,"19690","Russell St.",2023-02-10,"19690 Russell St."
"404","Cash Sale",1098,52500,56,"9969","PIERSON",2023-02-10,"9969 PIERSON"
"405","Cash Sale",1466,55000,14,"3095","EWALD",2023-02-10,"3095 EWALD"
"406","Cash Sale",1537,59000,76,"15480","BRINGARD",2023-02-10,"15480 BRINGARD"
"407","CONV Sale",1094,62500,16,"19373","WESTPHALIA",2023-02-10,"19373 WESTPHALIA"
"408","Cash Sale",1098,64000,1,"9460","LAKEPOINTE",2023-02-10,"9460 LAKEPOINTE"
"409","Cash Sale",1008,65000,5,"5902","ELMER",2023-02-10,"5902 ELMER"
"410","Cash Sale",1291,70000,20,"14175","MANSFIELD",2023-02-10,"14175 MANSFIELD"
"411","Cash Sale",1274,72000,35,"19773","AVON",2023-02-10,"19773 AVON"
"412","Contract",1324,79900,125,"7137","TUXEDO",2023-02-10,"7137 TUXEDO"
"413","Cash Sale",2054,90000,52,"17196","BIRWOOD",2023-02-10,"17196 BIRWOOD"
"414","FHA Sale",965,90000,108,"11424","MCKINNEY",2023-02-10,"11424 MCKINNEY"
"415","CONV Sale",1700,93000,22,"6478","HEYDEN",2023-02-10,"6478 HEYDEN"
"416","Contract",1399,1e+05,24,"1266","WHEELOCK",2023-02-10,"1266 WHEELOCK"
"417","CONV Sale",1155,102000,92,"9618","RUTLAND",2023-02-10,"9618 RUTLAND"
"418","CONV Sale",1056,110000,53,"22590","PEMBROKE",2023-02-10,"22590 PEMBROKE"
"419","Cash Sale",1200,115000,16,"18025","PINEHURST",2023-02-10,"18025 PINEHURST"
"420","CONV Sale",1103,170000,51,"3671","WOODHALL",2023-02-10,"3671 WOODHALL"
"421","CONV Sale",1978,210000,77,"1530","FERDINAND",2023-02-10,"1530 FERDINAND"
"422","CONV Sale",1512,225000,144,"18630","GREENLAWN",2023-02-10,"18630 GREENLAWN"
"423","CONV Sale",2216,290000,24,"18200","PENNINGTON",2023-02-10,"18200 PENNINGTON"
"424","Cash Sale",1127,120000,24,"5650","CAMPBELL",2023-02-12,"5650 CAMPBELL"
"425","Cash Sale",862,10000,22,"11550","Flanders",2023-02-13,"11550 Flanders"
"426","Cash Sale",1920,11000,137,"109","SAVANNAH",2023-02-13,"109 SAVANNAH"
"427","Cash Sale",1464,28000,8,"6154","16TH",2023-02-13,"6154 16TH"
"428","Cash Sale",1246,28000,18,"6135","Stanton",2023-02-13,"6135 Stanton"
"429","Cash Sale",716,31000,220,"19351","Dean",2023-02-13,"19351 Dean"
"430","Cash Sale",1114,35000,80,"17566","HEYDEN",2023-02-13,"17566 HEYDEN"
"431","Cash Sale",722,40000,5,"8131","STRATHMOOR",2023-02-13,"8131 STRATHMOOR"
"432","FHA Sale",1058,1e+05,41,"17736","WINSTON",2023-02-13,"17736 WINSTON"
"433","CONV Sale",1457,132000,16,"9348","COURVILLE",2023-02-13,"9348 COURVILLE"
"434","CONV Sale",1200,136000,100,"19998","HUBBELL",2023-02-13,"19998 HUBBELL"
"435","CONV Sale",1756,170000,78,"12130","OUTER",2023-02-13,"12130 OUTER"
"436","CONV Sale",3725,485000,7,"18954","BIRCHCREST",2023-02-13,"18954 BIRCHCREST"
"437","Cash Sale",1506,15000,29,"4408","CRANE",2023-02-14,"4408 CRANE"
"438","Cash Sale",1211,25000,5,"15416","EASTWOOD",2023-02-14,"15416 EASTWOOD"
"439","Cash Sale",990,36666.67,0,"18863","DEAN",2023-02-14,"18863 DEAN"
"440","Cash Sale",1082,36666.67,0,"15370","COYLE",2023-02-14,"15370 COYLE"
"441","Cash Sale",716,40000,37,"20309","ARCHDALE",2023-02-14,"20309 ARCHDALE"
"442","Cash Sale",1073,45000,4,"16531","SAINT MARYS",2023-02-14,"16531 SAINT MARYS"
"443","Cash Sale",1058,50000,5,"17143","SAINT MARYS",2023-02-14,"17143 SAINT MARYS"
"444","Cash Sale",1512,50000,40,"15766","WOODINGHAM",2023-02-14,"15766 WOODINGHAM"
"445","CONV Sale",960,51000,35,"19306","BENTLER",2023-02-14,"19306 BENTLER"
"446","Cash Sale",1250,57000,90,"16534","Trinity",2023-02-14,"16534 Trinity"
"447","Cash Sale",1880,58000,84,"14246","PREVOST",2023-02-14,"14246 PREVOST"
"448","Cash Sale",1014,59000,68,"13126","GLENFIELD",2023-02-14,"13126 GLENFIELD"
"449","Cash Sale",1145,60500,9,"16600","MANSFIELD",2023-02-14,"16600 MANSFIELD"
"450","FHA Sale",1100,75000,0,"18427","AVON",2023-02-14,"18427 AVON"
"451","Cash Sale",1812,78000,86,"326","EASTLAWN",2023-02-14,"326 EASTLAWN"
"452","Cash Sale",966,78000,140,"12724","APPLETON",2023-02-14,"12724 APPLETON"
"453","Cash Sale",1024,129000,108,"18220","TRACEY",2023-02-14,"18220 TRACEY"
"454","FHA Sale",1183,136000,17,"15085","PIEDMONT",2023-02-14,"15085 PIEDMONT"
"455","CONV Sale",2136,150000,4,"15888","WARD",2023-02-14,"15888 WARD"
"456","CONV Sale",1761,199500,90,"321","PIPER",2023-02-14,"321 PIPER"
"457","FHA Sale",2197,2e+05,82,"18616","WOODINGHAM",2023-02-14,"18616 WOODINGHAM"
"458","CONV Sale",3861,525000,97,"1405","CHICAGO",2023-02-14,"1405 CHICAGO"
"459","Cash Sale",5458,1675000,131,"9230","Dwight",2023-02-14,"9230 Dwight"
"460","Cash Sale",921,12000,34,"1983","BRIGHTON",2023-02-15,"1983 BRIGHTON"
"461","Cash Sale",909,25000,114,"19330","CHICAGO",2023-02-15,"19330 CHICAGO"
"462","Cash Sale",1042,35000,34,"20058","WINSTON",2023-02-15,"20058 WINSTON"
"463","Cash Sale",1250,35000,81,"19493","BILTMORE",2023-02-15,"19493 BILTMORE"
"464","Cash Sale",800,40000,2,"19934","ROSEMONT",2023-02-15,"19934 ROSEMONT"
"465","Cash Sale",1256,44000,0,"15465","WISCONSIN",2023-02-15,"15465 WISCONSIN"
"466","Cash Sale",983,48000,15,"12678","MEMORIAL",2023-02-15,"12678 MEMORIAL"
"467","Cash Sale",1088,59500,17,"8257","FREDA",2023-02-15,"8257 FREDA"
"468","FHA Sale",1095,65000,12,"20233","GREENLAWN",2023-02-15,"20233 GREENLAWN"
"469","CONV Sale",1100,73000,30,"11416","PIERSON",2023-02-15,"11416 PIERSON"
"470","Cash Sale",896,83000,2,"14664","CARLISLE",2023-02-15,"14664 CARLISLE"
"471","CONV Sale",1184,115500,6,"18952","PREVOST",2023-02-15,"18952 PREVOST"
"472","CONV Sale",1088,124900,0,"1943","23RD",2023-02-15,"1943 23RD"
"473","CONV Sale",1206,140000,15,"18711","CHANDLER PARK",2023-02-15,"18711 CHANDLER PARK"
"474","CONV Sale",1700,165000,10,"5411","OUTER",2023-02-15,"5411 OUTER"
"475","CONV Sale",3308,631000,7,"19714","Shrewsbury",2023-02-15,"19714 Shrewsbury"
"476","Cash Sale",1448,10000,5,"11637","BIRWOOD",2023-02-16,"11637 BIRWOOD"
"477","Cash Sale",917,18000,87,"20200","ALCOY",2023-02-16,"20200 ALCOY"
"478","Cash Sale",1252,25000,114,"15714","WILDEMERE",2023-02-16,"15714 WILDEMERE"
"479","Cash Sale",1248,30000,5,"21","MONTANA",2023-02-16,"21 MONTANA"
"480","Cash Sale",1261,35000,6,"15116","SNOWDEN",2023-02-16,"15116 SNOWDEN"
"481","Cash Sale",1238,46000,27,"20066","ROSEMONT",2023-02-16,"20066 ROSEMONT"
"482","Cash Sale",1189,49900,58,"9410","MANISTIQUE",2023-02-16,"9410 MANISTIQUE"
"483","Cash Sale",1152,55000,28,"14825","BIRWOOD",2023-02-16,"14825 BIRWOOD"
"484","Cash Sale",1418,69000,22,"10241","BALFOUR",2023-02-16,"10241 BALFOUR"
"485","FHA Sale",1394,1e+05,100,"16519","ILENE",2023-02-16,"16519 ILENE"
"486","FHA Sale",1250,105000,55,"17195","WHITCOMB",2023-02-16,"17195 WHITCOMB"
"487","Cash Sale",3352,395000,1,"3015","IROQUOIS",2023-02-16,"3015 IROQUOIS"
"488","Cash Sale",1060,22500,52,"18635","DALE",2023-02-17,"18635 DALE"
"489","Cash Sale",1218,28000,241,"20020","LINDSAY",2023-02-17,"20020 LINDSAY"
"490","Cash Sale",1011,35200,11,"8617","PATTON",2023-02-17,"8617 PATTON"
"491","Cash Sale",1029,35500,292,"12092","COYLE",2023-02-17,"12092 COYLE"
"492","Cash Sale",1224,37000,4,"8545","BEECHDALE",2023-02-17,"8545 BEECHDALE"
"493","Cash Sale",1535,38500,2,"15475","HARTWELL",2023-02-17,"15475 HARTWELL"
"494","Cash Sale",993,41000,25,"9306","MANSFIELD",2023-02-17,"9306 MANSFIELD"
"495","Cash Sale",853,42500,19,"10695","DUPREY",2023-02-17,"10695 DUPREY"
"496","Cash Sale",889,43000,7,"15663","NOVARA",2023-02-17,"15663 NOVARA"
"497","Cash Sale",1056,48000,106,"13765","WADSWORTH",2023-02-17,"13765 WADSWORTH"
"498","Cash Sale",1060,52000,48,"11778","MINDEN",2023-02-17,"11778 MINDEN"
"499","CONV Sale",1082,55000,101,"15722","STOUT",2023-02-17,"15722 STOUT"
"500","Cash Sale",1026,55000,173,"19331","Trinity",2023-02-17,"19331 Trinity"
"501","Cash Sale",1212,60000,0,"15450","PREST",2023-02-17,"15450 PREST"
"502","Cash Sale",1192,60000,0,"10850","PEERLESS",2023-02-17,"10850 PEERLESS"
"503","Cash Sale",1200,63000,128,"5481","PROCTOR",2023-02-17,"5481 PROCTOR"
"504","Cash Sale",850,66000,4,"5108","MARSEILLES",2023-02-17,"5108 MARSEILLES"
"505","Cash Sale",877,74000,6,"20032","MONTE VISTA",2023-02-17,"20032 MONTE VISTA"
"506","Cash Sale",1200,75000,15,"8665","ELLSWORTH",2023-02-17,"8665 ELLSWORTH"
"507","FHA Sale",1008,78000,7,"16531","COYLE",2023-02-17,"16531 COYLE"
"508","CONV Sale",1283,85000,3,"18692","PREST",2023-02-17,"18692 PREST"
"509","CONV Sale",1192,85000,45,"15080","SNOWDEN",2023-02-17,"15080 SNOWDEN"
"510","FHA 203K",2600,89900,13,"16161","FAIRFIELD",2023-02-17,"16161 FAIRFIELD"
"511","FHA Sale",1128,1e+05,10,"14610","CARLISLE",2023-02-17,"14610 CARLISLE"
"512","FHA Sale",853,1e+05,8,"19376","HARLOW",2023-02-17,"19376 HARLOW"
"513","FHA Sale",1213,110000,3,"19450","FIVE POINTS",2023-02-17,"19450 FIVE POINTS"
"514","Cash Sale",1624,155000,5,"14451","Warwick St",2023-02-17,"14451 Warwick St"
"515","CONV Sale",1535,247500,5,"18921","Prairie",2023-02-17,"18921 Prairie"
"516","Cash Sale",998,29000,138,"10623","MCKINNEY",2023-02-20,"10623 MCKINNEY"
"517","Cash Sale",713,38000,17,"16476","FAIRMOUNT",2023-02-20,"16476 FAIRMOUNT"
"518","Cash Sale",1381,50000,20,"4627","BUCKINGHAM",2023-02-20,"4627 BUCKINGHAM"
"519","Cash Sale",1020,57500,13,"12952","GRANDMONT",2023-02-20,"12952 GRANDMONT"
"520","Cash Sale",1098,59000,28,"17597","PIERSON",2023-02-20,"17597 PIERSON"
"521","CONV Sale",1700,233000,52,"14901","Ashton",2023-02-20,"14901 Ashton"
"522","Cash Sale",1007,26000,36,"9561","ROBSON",2023-02-21,"9561 ROBSON"
"523","Cash Sale",1080,33000,28,"13334","COYLE",2023-02-21,"13334 COYLE"
"524","CONV Sale",1116,80000,22,"11417","Fielding St",2023-02-21,"11417 Fielding St"
"525","FHA Sale",1282,84900,12,"9966","LAUDER",2023-02-21,"9966 LAUDER"
"526","Cash Sale",1929,85000,265,"12057","ROSEMARY",2023-02-21,"12057 ROSEMARY"
"527","Cash Sale",1500,89000,70,"15649","MINOCK",2023-02-21,"15649 MINOCK"
"528","CONV Sale",1000,95000,137,"7701","WOODMONT",2023-02-21,"7701 WOODMONT"
"529","FHA Sale",1070,102000,55,"18442","ROSEMONT",2023-02-21,"18442 ROSEMONT"
"530","CONV Sale",1447,130000,12,"18279","SAINT MARYS",2023-02-21,"18279 SAINT MARYS"
"531","CONV Sale",1405,139000,87,"20050","ARDMORE",2023-02-21,"20050 ARDMORE"
"532","CONV Sale",1041,149000,16,"16217","DALE",2023-02-21,"16217 DALE"
"533","FHA Sale",1594,160000,127,"14449","PIEDMONT",2023-02-21,"14449 PIEDMONT"
"534","FHA Sale",1016,162000,103,"20298","REDFERN",2023-02-21,"20298 REDFERN"
"535","CONV Sale",1824,215000,27,"18400","kentucky",2023-02-21,"18400 kentucky"
"536","VA Sale",2300,278000,64,"18002","PENNINGTON",2023-02-21,"18002 PENNINGTON"
"537","CONV Sale",1540,293000,16,"3017","FISCHER",2023-02-21,"3017 FISCHER"
"538","Cash Sale",867,10000,14,"12138","GREENLAWN",2023-02-22,"12138 GREENLAWN"
"539","Cash Sale",1152,15609,19,"15862","PETOSKEY",2023-02-22,"15862 PETOSKEY"
"540","Cash Sale",1030,20000,37,"4890","LODEWYCK",2023-02-22,"4890 LODEWYCK"
"541","Cash Sale",875,35000,37,"19203","YONKA",2023-02-22,"19203 YONKA"
"542","Cash Sale",1056,39900,36,"2440","LA BELLE",2023-02-22,"2440 LA BELLE"
"543","Cash Sale",870,40000,13,"13055","CANONBURY",2023-02-22,"13055 CANONBURY"
"544","Cash Sale",798,42500,12,"19480","BLACKSTONE",2023-02-22,"19480 BLACKSTONE"
"545","Contract",1764,50000,0,"5816","SAINT LAWRENCE",2023-02-22,"5816 SAINT LAWRENCE"
"546","Cash Sale",960,63000,17,"6476","FAUST",2023-02-22,"6476 FAUST"
"547","Cash Sale",988,67000,7,"20231","WASHBURN",2023-02-22,"20231 WASHBURN"
"548","Cash Sale",1486,70000,32,"10014","ABINGTON",2023-02-22,"10014 ABINGTON"
"549","FHA Sale",728,70000,70,"18247","HARLOW",2023-02-22,"18247 HARLOW"
"550","CONV Sale",949,75000,0,"11483","FAUST",2023-02-22,"11483 FAUST"
"551","Contract",1046,85000,36,"19936","WASHBURN",2023-02-22,"19936 WASHBURN"
"552","CONV Sale",1305,88500,216,"3739","MONTGOMERY",2023-02-22,"3739 MONTGOMERY"
"553","CONV Sale",949,96000,17,"20110","STOEPEL",2023-02-22,"20110 STOEPEL"
"554","FHA Sale",1284,125000,102,"16621","WOODINGHAM",2023-02-22,"16621 WOODINGHAM"
"555","CONV Sale",2095,197000,78,"17563","KENTUCKY",2023-02-22,"17563 KENTUCKY"
"556","FHA Sale",1585,2e+05,0,"14450","FAUST",2023-02-22,"14450 FAUST"
"557","Cash Sale",1426,35000,62,"14901","MARK TWAIN",2023-02-23,"14901 MARK TWAIN"
"558","Cash Sale",1035,42000,63,"11558","SANFORD",2023-02-23,"11558 SANFORD"
"559","Cash Sale",1734,43000,24,"14128","Saint Marys",2023-02-23,"14128 Saint Marys"
"560","Cash Sale",1418,55000,57,"4611","BERKSHIRE",2023-02-23,"4611 BERKSHIRE"
"561","Cash Sale",1488,60000,40,"3928","Berkshire Street",2023-02-23,"3928 Berkshire Street"
"562","CONV Sale",1364,103000,13,"17443","Beaverland",2023-02-23,"17443 Beaverland"
"563","CONV Sale",1158,106000,4,"8257","BEAVERLAND",2023-02-23,"8257 BEAVERLAND"
"564","Cash Sale",2348,110000,7,"430","CHANDLER",2023-02-23,"430 CHANDLER"
"565","FHA Sale",1268,125000,0,"8267","BINGHAM",2023-02-23,"8267 BINGHAM"
"566","FHA Sale",1397,170000,31,"18318","SNOWDEN",2023-02-23,"18318 SNOWDEN"
"567","FHA Sale",1711,204900,59,"14217","METTETAL",2023-02-23,"14217 METTETAL"
"568","Cash Sale",925,38000,192,"17166","BRAILE",2023-02-24,"17166 BRAILE"
"569","Cash Sale",956,43000,2,"15676","TACOMA",2023-02-24,"15676 TACOMA"
"570","Cash Sale",1152,43000,41,"18402","REVERE",2023-02-24,"18402 REVERE"
"571","Cash Sale",1224,45000,46,"18588","Marx St",2023-02-24,"18588 Marx St"
"572","Cash Sale",1391,55000,18,"10067","GRAYTON",2023-02-24,"10067 GRAYTON"
"573","CONV Sale",898,60000,9,"15840","LAPPIN",2023-02-24,"15840 LAPPIN"
"574","VA Sale",768,60000,41,"19494","FORRER",2023-02-24,"19494 FORRER"
"575","Cash Sale",1188,60000,48,"9570","WESTWOOD",2023-02-24,"9570 WESTWOOD"
"576","FHA Sale",1039,70000,4,"8069","ARTESIAN",2023-02-24,"8069 ARTESIAN"
"577","Cash Sale",1454,70000,31,"5051","AUDUBON",2023-02-24,"5051 AUDUBON"
"578","CONV Sale",1484,74000,84,"8829","GRANDVILLE",2023-02-24,"8829 GRANDVILLE"
"579","Cash Sale",972,80000,7,"6760","Winthrop",2023-02-24,"6760 Winthrop"
"580","CONV Sale",1000,80000,13,"9077","FIELDING",2023-02-24,"9077 FIELDING"
"581","CONV Sale",690,87000,49,"7466","BEAVERLAND",2023-02-24,"7466 BEAVERLAND"
"582","CONV Sale",931,1e+05,10,"16800","Salem",2023-02-24,"16800 Salem"
"583","Contract",938,103415.17,102,"22616","TIREMAN",2023-02-24,"22616 TIREMAN"
